Date,AAPL,MSFT,GOOG,TWTR,NVDA,V,NFLX,FB,AMZN,INTC,BABA,BAC,AMD,PEP,ATVI,C,F,AABA,BA,CSCO,WMT
05/12/2016,109.11,60.22,762.52,18.23,91.88,77.31,119.16,117.43,759.36,34.39,90.99,21.84,8.68,100.71,36.48,57.28,12.44,40.2,152.16,29.53,69.94
06/12/2016,109.95,59.95,759.11,18.23,93.39,77.11,124.57,117.31,764.72,34.72,90.4,22.16,9.45,101.55,36.7,57.92,12.56,39.97,152.24,29.33,70.36
07/12/2016,111.03,61.37,771.19,19.48,95.07,79.31,125.39,117.95,770.42,35.5,91.07,22.57,9.56,102.81,37.45,59.06,13.06,40.52,154.14,29.95,70.6
08/12/2016,112.12,61.01,776.42,19.64,93.48,79.28,123.24,118.91,767.33,35.7,92.31,22.95,10.34,102.15,37.39,60.15,13.03,41.41,155.39,29.95,70.34
09/12/2016,113.95,61.97,789.29,19.65,91.82,79.14,122.88,119.68,768.66,35.76,93.28,23.09,10.34,103.57,36.79,60.04,13.17,41.76,156.49,30.06,70.08
12/12/2016,113.3,62.17,789.27,18.93,89.59,78.5,122.83,117.77,760.12,35.97,92.47,22.61,10.68,104.72,37.17,59.55,12.82,41.3,157.16,30.17,71.67
13/12/2016,115.19,62.98,796.1,19.37,91.17,79.2,123.78,120.31,774.34,36.8,92.16,22.61,10.54,105.63,37.32,59.79,12.77,41.47,156.66,30.59,71.8
14/12/2016,115.19,62.68,797.07,18.93,96.45,79.13,123.44,120.21,768.82,36.55,91.19,22.67,10.55,104.47,36.74,59.45,12.53,40.91,154.47,30.46,71.34
15/12/2016,115.82,62.58,797.85,18.79,98.71,79.5,125,120.57,761,36.79,88.85,23.16,10.86,105.3,36.99,60.23,12.58,38.41,153.77,30.63,71.08
16/12/2016,115.97,62.3,790.8,18.63,100.41,78.35,124.22,119.87,757.77,36.31,88.67,22.66,10.66,105.87,36.47,59.75,12.63,38.61,154.5,30.59,70.98
19/12/2016,116.64,63.62,794.2,18.24,101.63,78.1,125.45,119.24,766,36.89,88.93,22.48,10.95,105.41,36.63,59.66,12.66,38.42,156.18,30.75,71.58
20/12/2016,116.95,63.54,796.42,17.92,105.17,78.36,125.12,119.09,771.22,37.21,89.84,22.71,11.51,104.9,36.83,60.8,12.78,39.16,156.39,30.56,71.82
21/12/2016,117.06,63.54,794.56,17.08,105.83,78.14,126.5,119.04,770.6,36.98,89.25,22.63,11.47,104.7,36.9,60.75,12.64,39.15,157.48,30.42,71.24
22/12/2016,116.29,63.55,791.26,16.41,107.11,77.9,125.58,117.4,766.34,36.93,86.8,22.54,11.6,105.35,36.44,60.49,12.4,38.5,157.46,30.46,69.59
23/12/2016,116.52,63.24,789.91,16.5,109.78,78.15,125.59,117.27,760.59,36.97,86.79,22.6,11.58,105.09,36.5,60.99,12.46,38.66,157.81,30.53,69.54
27/12/2016,117.26,63.28,791.55,16.61,117.32,78.35,128.35,118.01,771.4,37.07,87.54,22.61,12.07,105.13,36.53,61.09,12.39,38.92,157.48,30.68,69.7
28/12/2016,116.76,62.99,785.05,16.39,109.25,78.3,125.89,116.92,772.13,36.63,87.37,22.33,11.55,104.62,36.43,60.04,12.25,38.73,156.1,30.42,69.31
29/12/2016,116.73,62.9,782.79,16.39,111.43,78.33,125.33,116.35,765.15,36.66,87.33,22,11.59,104.99,36.48,59.38,12.23,38.64,155.69,30.46,69.26
30/12/2016,115.82,62.14,771.82,16.3,106.74,78.02,123.8,115.05,749.87,36.27,87.81,22.1,11.34,104.63,36.11,59.43,12.13,38.67,155.68,30.22,69.12
03/01/2017,116.15,62.58,786.14,16.44,102.01,79.5,127.49,116.86,753.67,36.6,88.6,22.53,11.43,104.65,36.64,60.59,12.59,38.9,156.97,30.54,68.66
04/01/2017,116.02,62.3,786.9,16.86,104.39,80.15,129.41,118.69,757.18,36.41,90.51,22.95,11.43,104.85,37.36,61.41,13.17,40.06,158.62,30.1,69.06
05/01/2017,116.61,62.3,794.02,17.09,101.74,81.09,131.81,120.67,780.45,36.35,94.37,22.68,11.24,104.71,37.94,60.34,12.77,41.34,158.71,30.17,69.21
06/01/2017,117.91,62.84,806.15,17.17,103.1,82.21,131.07,123.41,795.99,36.48,93.89,22.68,11.32,104.56,37.91,60.55,12.76,41.23,159.1,30.23,68.26
09/01/2017,118.99,62.64,806.65,17.5,107.28,81.75,130.95,124.9,796.92,36.61,94.72,22.55,11.49,103.46,37.7,60.22,12.63,41.34,158.32,30.18,68.71
10/01/2017,119.11,62.62,804.79,17.37,106.47,81.31,129.89,124.35,795.9,36.54,96.75,22.94,11.44,101.97,38.38,60.23,12.85,42.3,159.07,30.38,68.23
11/01/2017,119.75,63.19,807.91,17.3,105.16,81.8,130.5,126.09,799.02,36.95,96.94,23.07,11.2,101.81,39.2,59.96,12.67,42.59,159.4,30.15,68.53
12/01/2017,119.25,62.61,806.36,17.38,103.44,81.37,129.18,126.62,813.64,36.71,95.9,22.92,10.76,101.84,39.13,59.23,12.59,42.11,158.29,30.04,67.97
13/01/2017,119.04,62.7,807.88,17.25,103.43,81.17,133.7,128.34,817.14,36.79,96.27,23.01,10.58,101.55,38.95,59.63,12.63,42.27,158.83,30.07,67.13
17/01/2017,120,62.53,804.61,16.96,101.11,81.26,132.89,127.87,809.72,36.8,96.12,22.05,9.82,102.19,38.95,58.38,12.61,41.99,157.67,29.99,68.42
18/01/2017,119.99,62.5,806.07,17.11,102.95,81.59,133.26,127.92,807.48,36.76,96,22.63,9.88,102.74,39.08,57.39,12.41,42.03,158.32,30.03,68.11
19/01/2017,119.78,62.3,802.18,16.79,105.16,81.73,138.41,127.55,809.04,36.57,96.17,22.53,9.77,102.36,38.86,56.66,12.43,42.09,159,29.98,67.62
20/01/2017,120,62.74,805.02,16.58,104.01,81.84,138.6,127.04,808.33,36.94,96.06,22.64,9.75,103.24,38.97,56.11,12.36,42.05,159.53,30.1,67.18
23/01/2017,120.08,62.96,819.31,16.61,105.09,82.15,137.39,128.93,817.88,36.77,98.41,22.56,9.91,104.01,38.53,55.68,12.31,42.4,157.84,30.27,66.65
24/01/2017,119.97,63.52,823.87,16.52,107.33,83.23,140.11,129.37,822.44,37.62,101.43,22.95,10.44,104.71,39.1,56.74,12.61,43.9,160.55,30.6,67.4
25/01/2017,121.88,63.68,835.67,16.73,107.79,83.9,139.52,131.48,836.52,37.8,104.06,23.37,10.35,104.61,39.56,57.69,12.79,44.94,167.36,30.7,66.89
26/01/2017,121.94,64.27,832.15,16.81,109.65,83.24,138.96,132.78,839.15,37.56,102.75,23.44,10.52,104.14,39.47,57.36,12.37,44.55,169.12,30.74,66.73
27/01/2017,121.95,65.78,823.31,16.57,111.77,83.77,142.45,132.18,835.77,37.98,102.07,23.36,10.67,103.48,39.61,57.11,12.49,44.42,167.7,30.98,65.66
30/01/2017,121.63,65.13,802.32,16.94,110.02,83.7,141.22,130.98,830.38,37.42,101.02,22.95,10.61,103.69,39.61,56.61,12.37,43.93,165.57,30.83,66.42
31/01/2017,121.35,64.65,796.79,17.62,109.18,82.71,140.71,130.32,823.48,36.82,101.31,22.64,10.37,103.78,40.21,55.83,12.36,44.07,163.42,30.72,66.74
01/02/2017,128.75,63.58,795.7,17.24,113.95,82.44,140.78,133.23,832.35,36.52,101.57,22.89,12.06,103.01,40.47,56.05,12.32,43.78,163.97,30.5,66.23
02/02/2017,128.53,63.17,798.53,17.78,115.39,82.3,139.2,130.84,839.95,36.68,100.84,22.72,12.28,104.03,40.47,55.98,12.28,43.69,162.26,31.18,66.7
03/02/2017,129.08,63.68,801.49,17.61,114.38,86.08,140.25,130.98,810.2,36.52,100.39,23.29,12.24,105.11,40.01,57.76,12.56,43.71,162.4,31.32,66.5
06/02/2017,130.29,63.64,801.34,17.93,117.31,85.83,140.97,132.06,807.64,36.27,100.9,23.12,13.63,104.57,40.19,57.64,12.52,44.42,163.98,31.3,66.4
07/02/2017,131.53,63.43,806.97,18.26,119.13,85.78,144,131.84,812.5,36.35,100.83,22.9,13.29,105.61,40.05,57.19,12.34,44.37,166.5,31.45,66.89
08/02/2017,132.04,63.34,808.38,18.72,118.61,85.09,144.74,134.2,819.71,36.38,103.57,22.67,13.56,105.69,39.19,56.32,12.38,45.07,163.81,31.27,67.81
09/02/2017,132.42,64.06,809.56,16.41,116.38,85.58,144.14,134.14,821.36,35.46,103.34,23.12,13.42,105.97,39.73,57.26,12.38,45.08,164.28,31.5,69.08
10/02/2017,132.12,64,813.67,15.58,113.62,85.9,144.82,134.19,827.46,35.34,102.36,23.08,13.58,106.1,47.23,57.63,12.51,45.03,166.23,31.51,68.02
13/02/2017,133.29,64.72,819.24,15.81,108.38,86.44,143.2,134.05,836.53,35.8,103.1,23.4,13.49,106.52,45.7,58.95,12.56,45.46,168.03,31.97,67.77
14/02/2017,135.02,64.57,820.45,16.52,108.78,86.85,140.82,133.85,836.39,35.93,101.59,24.06,13.26,106.92,44.98,59.83,12.65,45.02,168.5,32.31,68.66
15/02/2017,135.51,64.53,818.98,16.74,109,87.54,142.27,133.44,842.7,36.05,101.55,24.58,13.3,106.73,45.48,60.5,12.63,45.65,169.3,32.82,68.69
16/02/2017,135.35,64.52,824.16,16.35,107.25,87.41,142.01,133.84,844.14,36.41,100.82,24.58,12.97,108.12,45.39,60.38,12.54,45.16,170.81,33.6,68.87
17/02/2017,135.72,64.62,828.07,16.62,107.23,87.46,142.22,133.53,845.07,36.48,100.52,24.52,13.13,108.15,45.33,60.17,12.58,45.1,172.71,33.74,69.37
21/02/2017,136.7,64.49,831.66,16.42,111.07,87.92,142.6,133.72,856.44,36.52,102.12,24.78,14,109.36,45.34,60.55,12.69,45.5,175.56,34.13,71.45
22/02/2017,137.11,64.36,830.76,16.08,110.76,87.8,143.86,136.12,855.61,36.07,104.2,24.79,14.28,109.41,45.23,60.62,12.67,45.98,175.36,34.09,71.71
23/02/2017,136.53,64.62,831.33,16.03,100.49,88.18,142.78,135.36,852.19,36.18,102.46,24.58,14.32,109.54,45.08,60.62,12.56,45.41,176.86,34.04,71.31
24/02/2017,136.66,64.62,828.64,15.98,101.46,88.43,143.25,135.44,845.24,36.53,102.95,24.23,14.12,109.83,45.55,59.56,12.47,45.55,177.44,34.32,72.39
27/02/2017,136.93,64.23,829.28,16.06,104.41,88,143.41,136.41,848.64,36.51,103.6,24.57,15.2,109.27,45.69,60.02,12.66,45.71,179.43,34.26,71.74
28/02/2017,136.99,63.98,823.21,15.77,101.48,87.94,142.13,135.54,845.04,36.2,102.9,24.68,14.46,110.38,45.13,59.81,12.53,45.66,180.23,34.18,70.93
01/03/2017,139.79,64.94,835.24,15.79,102.79,88.99,142.65,137.42,853.08,35.93,104.04,25.5,14.96,109.73,47.14,61.54,12.69,46.24,183.91,34.44,70.45
02/03/2017,138.96,64.01,830.63,15.79,99,88.53,139.53,136.76,848.91,35.91,103.19,25.23,13.9,110.11,46.68,60.63,12.66,45.94,182.99,34.39,70.76
03/03/2017,139.78,64.25,829.08,15.75,98.43,88.79,139.14,137.17,849.88,35.9,103.31,25.44,13.03,110.56,47.07,61,12.65,45.91,182.18,34.29,70.03
06/03/2017,139.34,64.27,827.78,15.56,97.67,88.94,141.94,137.42,846.61,35.57,102.31,25.25,13.04,109.63,47.81,60.28,12.52,45.64,180.93,34.19,69.88
07/03/2017,139.52,64.4,831.91,15.18,98.74,89.06,141.43,137.3,846.02,35.8,102.63,25.21,13.05,109.32,48.06,60.5,12.46,45.73,182.02,34.2,69.87
08/03/2017,139,64.99,835.37,15.24,98.56,88.96,140.32,137.72,850.5,35.62,103.22,25.26,13.22,109.3,48.58,61.11,12.53,45.98,181.74,34.02,69.8
09/03/2017,138.68,64.73,838.68,15.22,98.54,89.11,140.53,138.24,853,35.82,103.24,25.35,13.33,109.02,49.02,61.55,12.5,45.94,180.57,34.07,69.86
10/03/2017,139.14,64.93,843.25,15.12,99.12,89.73,140.89,138.79,852.46,35.91,103.39,25.31,13.91,109.59,49.2,61.49,12.53,45.98,178.7,34.26,70.1
13/03/2017,139.2,64.71,845.54,15.21,101.85,90.11,143.52,139.6,854.59,35.16,105.18,25.3,14.28,109.41,49.5,61.53,12.54,46.57,179.05,34.1,69.95
14/03/2017,138.99,64.41,845.62,15.32,101.78,89.55,143.19,139.32,852.53,35.18,104.25,25.32,14.1,109.34,49.08,61.44,12.55,46.37,178.73,34.12,70.72
15/03/2017,140.46,64.75,847.2,15.03,102.55,89.92,145.25,139.72,852.97,35.1,103.69,25.18,13.98,111.11,49.22,60.84,12.65,46.29,178.71,34.24,70.58
